Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.03     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::reserve(unsigned long long)

			Call graph


granularity: each sample hit covers 4 byte(s) for 33.33% of 0.03 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     66.7    0.02    0.00                 _mcount_private [1]
-----------------------------------------------
                                                 <spontaneous>
[2]     33.3    0.01    0.00                 __fentry__ [2]
-----------------------------------------------
                0.00    0.00   30000/30000       float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*) [83]
[3]      0.0    0.00    0.00   30000         strtof [3]
-----------------------------------------------
                0.00    0.00       4/240008      std::vector<token, std::allocator<token> >::begin() [157]
                0.00    0.00  120000/240008      __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::operator-(long long) const [70]
                0.00    0.00  120004/240008      std::vector<token, std::allocator<token> >::end() [68]
[65]     0.0    0.00    0.00  240008         __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::__normal_iterator(token* const&) [65]
-----------------------------------------------
                0.00    0.00      12/180004      void std::vector<token, std::allocator<token> >::_M_realloc_append<token>(token&&) [156]
                0.00    0.00  179992/180004      token& std::vector<token, std::allocator<token> >::emplace_back<token>(token&&) [77]
[66]     0.0    0.00    0.00  180004         token&& std::forward<token>(std::remove_reference<token>::type&) [66]
-----------------------------------------------
                0.00    0.00   40000/175948      skip_space(char&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [81]
                0.00    0.00  135948/175948      get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
[67]     0.0    0.00    0.00  175948         advance(unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char&) [67]
-----------------------------------------------
                0.00    0.00       4/120004      void std::vector<token, std::allocator<token> >::_M_realloc_append<token>(token&&) [156]
                0.00    0.00  120000/120004      std::vector<token, std::allocator<token> >::back() [71]
[68]     0.0    0.00    0.00  120004         std::vector<token, std::allocator<token> >::end() [68]
                0.00    0.00  120004/240008      __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::__normal_iterator(token* const&) [65]
-----------------------------------------------
                0.00    0.00  120000/120000      std::vector<token, std::allocator<token> >::back() [71]
[69]     0.0    0.00    0.00  120000         __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::operator*() const [69]
-----------------------------------------------
                0.00    0.00  120000/120000      std::vector<token, std::allocator<token> >::back() [71]
[70]     0.0    0.00    0.00  120000         __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::operator-(long long) const [70]
                0.00    0.00  120000/240008      __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::__normal_iterator(token* const&) [65]
-----------------------------------------------
                0.00    0.00   60000/120000      get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
                0.00    0.00   60000/120000      token& std::vector<token, std::allocator<token> >::emplace_back<token>(token&&) [77]
[71]     0.0    0.00    0.00  120000         std::vector<token, std::allocator<token> >::back() [71]
                0.00    0.00  120000/120004      std::vector<token, std::allocator<token> >::end() [68]
                0.00    0.00  120000/120000      __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::operator-(long long) const [70]
                0.00    0.00  120000/120000      __gnu_cxx::__normal_iterator<token*, std::vector<token, std::allocator<token> > >::operator*() const [69]
-----------------------------------------------
                0.00    0.00       4/96383       void std::vector<token, std::allocator<token> >::_M_realloc_append<token>(token&&) [156]
                0.00    0.00      15/96383       void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_append<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [140]
                0.00    0.00    9985/96383       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
                0.00    0.00   10000/96383       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [118]
                0.00    0.00   16383/96383       void std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [105]
                0.00    0.00   59996/96383       token& std::vector<token, std::allocator<token> >::emplace_back<token>(token&&) [77]
[72]     0.0    0.00    0.00   96383         operator new(unsigned long long, void*) [72]
-----------------------------------------------
                0.00    0.00   16383/86383       void std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [105]
                0.00    0.00   20000/86383       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char) [102]
                0.00    0.00   20000/86383       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [103]
                0.00    0.00   30000/86383       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [90]
[73]     0.0    0.00    0.00   86383         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [73]
-----------------------------------------------
                0.00    0.00   16383/69149       void std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [105]
                0.00    0.00   20000/69149       void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [164]
                0.00    0.00   32766/69149       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a_1<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [137]
[74]     0.0    0.00    0.00   69149         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [74]
-----------------------------------------------
                0.00    0.00   30000/62766       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [118]
                0.00    0.00   32766/62766       void std::__relocate_object_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [105]
[75]     0.0    0.00    0.00   62766         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [75]
-----------------------------------------------
                0.00    0.00   10000/60000       compile() [174]
                0.00    0.00   50000/60000       eat(std::vector<token, std::allocator<token> >&, unsigned long long&, Token_Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token) [80]
[76]     0.0    0.00    0.00   60000         get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
                0.00    0.00  135948/175948      advance(unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char&) [67]
                0.00    0.00   60000/60000       std::vector<token, std::allocator<token> >::push_back(token&&) [78]
                0.00    0.00   60000/120000      std::vector<token, std::allocator<token> >::back() [71]
                0.00    0.00   40000/40000       skip_space(char&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [81]
                0.00    0.00   30000/30000       std::__cxx11::stof(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long long*) [85]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<token, std::allocator<token> >::push_back(token&&) [78]
[77]     0.0    0.00    0.00   60000         token& std::vector<token, std::allocator<token> >::emplace_back<token>(token&&) [77]
                0.00    0.00  179992/180004      token&& std::forward<token>(std::remove_reference<token>::type&) [66]
                0.00    0.00   60000/120000      std::vector<token, std::allocator<token> >::back() [71]
                0.00    0.00   59996/96383       operator new(unsigned long long, void*) [72]
                0.00    0.00       4/4           void std::vector<token, std::allocator<token> >::_M_realloc_append<token>(token&&) [156]
-----------------------------------------------
                0.00    0.00   60000/60000       get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
[78]     0.0    0.00    0.00   60000         std::vector<token, std::allocator<token> >::push_back(token&&) [78]
                0.00    0.00   60000/60000       std::remove_reference<token&>::type&& std::move<token&>(token&) [79]
                0.00    0.00   60000/60000       token& std::vector<token, std::allocator<token> >::emplace_back<token>(token&&) [77]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<token, std::allocator<token> >::push_back(token&&) [78]
[79]     0.0    0.00    0.00   60000         std::remove_reference<token&>::type&& std::move<token&>(token&) [79]
-----------------------------------------------
                0.00    0.00    8095/50000       expr(std::vector<token, std::allocator<token> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token&) [111]
                0.00    0.00   11905/50000       term(std::vector<token, std::allocator<token> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token&) [104]
                0.00    0.00   30000/50000       factor(std::vector<token, std::allocator<token> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token&) [82]
[80]     0.0    0.00    0.00   50000         eat(std::vector<token, std::allocator<token> >&, unsigned long long&, Token_Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token) [80]
                0.00    0.00   50000/60000       get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
-----------------------------------------------
                0.00    0.00   40000/40000       get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
[81]     0.0    0.00    0.00   40000         skip_space(char&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [81]
                0.00    0.00   40000/175948      advance(unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char&) [67]
-----------------------------------------------
                0.00    0.00   30000/30000       term(std::vector<token, std::allocator<token> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token&) [104]
[82]     0.0    0.00    0.00   30000         factor(std::vector<token, std::allocator<token> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token&) [82]
                0.00    0.00   30000/50000       eat(std::vector<token, std::allocator<token> >&, unsigned long long&, Token_Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token) [80]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::stof(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long long*) [85]
[83]     0.0    0.00    0.00   30000         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*) [83]
                0.00    0.00   30000/30000       __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*)::_Save_errno::_Save_errno() [92]
                0.00    0.00   30000/30000       strtof [3]
                0.00    0.00   30000/30000       __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*)::_Range_chk::_S_chk(float, std::integral_constant<bool, false>) [91]
                0.00    0.00   30000/30000       __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*)::_Save_errno::~_Save_errno() [93]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::to_string(int) [86]
[84]     0.0    0.00    0.00   30000         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}) [84]
                0.00    0.00   30000/30000       std::remove_reference<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}&>::type&& std::move<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}&>(std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}&) [89]
                0.00    0.00   30000/30000       std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}::operator()(char*, unsigned long long) const [95]
                0.00    0.00   30000/30000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1})::_Terminator::~_Terminator() [94]
-----------------------------------------------
                0.00    0.00   30000/30000       get_next_token(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<token, std::allocator<token> >&, unsigned long long&) [76]
[85]     0.0    0.00    0.00   30000         std::__cxx11::stof(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long long*) [85]
                0.00    0.00   30000/30000       float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*) [83]
-----------------------------------------------
                0.00    0.00   30000/30000       rand_func::generate_expr(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [177]
[86]     0.0    0.00    0.00   30000         std::__cxx11::to_string(int) [86]
                0.00    0.00   30000/30000       unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [87]
                0.00    0.00   30000/30000       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}) [84]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::to_string(int) [86]
[87]     0.0    0.00    0.00   30000         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [87]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}::operator()(char*, unsigned long long) const [95]
[88]     0.0    0.00    0.00   30000         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [88]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}) [84]
[89]     0.0    0.00    0.00   30000         std::remove_reference<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}&>::type&& std::move<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}&>(std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}&) [89]
-----------------------------------------------
                0.00    0.00   30000/30000       rand_func::generate_expr(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [177]
[90]     0.0    0.00    0.00   30000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [90]
                0.00    0.00   30000/86383       std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [73]
-----------------------------------------------
                0.00    0.00   30000/30000       float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*) [83]
[91]     0.0    0.00    0.00   30000         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*)::_Range_chk::_S_chk(float, std::integral_constant<bool, false>) [91]
-----------------------------------------------
                0.00    0.00   30000/30000       float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*) [83]
[92]     0.0    0.00    0.00   30000         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*)::_Save_errno::_Save_errno() [92]
-----------------------------------------------
                0.00    0.00   30000/30000       float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*) [83]
[93]     0.0    0.00    0.00   30000         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long long*)::_Save_errno::~_Save_errno() [93]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}) [84]
[94]     0.0    0.00    0.00   30000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1})::_Terminator::~_Terminator() [94]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}>(unsigned long long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}) [84]
[95]     0.0    0.00    0.00   30000         std::__cxx11::to_string(int)::{lambda(char*, unsigned long long)#1}::operator()(char*, unsigned long long) const [95]
                0.00    0.00   30000/30000       void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [88]
-----------------------------------------------
                0.00    0.00      15/20030       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [141]
                0.00    0.00   10000/20030       __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator-(long long) const [113]
                0.00    0.00   10015/20030       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [107]
[96]     0.0    0.00    0.00   20030         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&) [96]
-----------------------------------------------
                0.00    0.00      45/20015       void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_append<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [140]
                0.00    0.00   19970/20015       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
[97]     0.0    0.00    0.00   20015         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [97]
-----------------------------------------------
                0.00    0.00   20000/20000       rand_func::generate_expr(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [177]
[98]     0.0    0.00    0.00   20000         rand_func::gen_op() [98]
-----------------------------------------------
                0.00    0.00   10000/20000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__str_concat<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::allocator_type const&) [121]
                0.00    0.00   10000/20000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [122]
[99]     0.0    0.00    0.00   20000         std::__new_allocator<char>::~__new_allocator() [99]
-----------------------------------------------
                0.00    0.00   20000/20000       compile() [174]
[100]    0.0    0.00    0.00   20000         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long long) [100]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [164]
[101]    0.0    0.00    0.00   20000         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [101]
-----------------------------------------------
                0.00    0.00   20000/20000       rand_func::generate_expr(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [177]
[102]    0.0    0.00    0.00   20000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char) [102]
                0.00    0.00   20000/86383       std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [73]
-----------------------------------------------
                0.00    0.00   20000/20000       rand_func::generate_expr(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [177]
[103]    0.0    0.00    0.00   20000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [103]
                0.00    0.00   20000/86383       std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [73]
-----------------------------------------------
                0.00    0.00   18095/18095       expr(std::vector<token, std::allocator<token> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, token&) [111]
